Date,PS_TS,PS_VS,M1_in,M1_temp,M1_pH,M1_TS,M1_VS,M1_VFA,M1_Alk,M1_vol,M1_eff,BP,CH4,CO2,H2S
2020-01-06,35190.0,26905.0,1052,38.5,7.2,24380.0,61.7,799.0,3445.0,27468,1108,19812,64.4,35.6,2.0
2020-01-07,36065.0,26915.0,1148,36.4,7.4,31485.0,48.7,128.0,3415.0,27468,1190,20619,,,
2020-01-08,37435.0,27795.0,1058,32.0,7.3,23085.0,61.6,158.0,3180.0,27468,1065,20178,,,
2020-01-09,37755.0,27895.0,1121,,,,,,,27468,1078,20418,,,
2020-01-10,41205.0,30125.0,1036,,,,,,,27468,1170,20687,,,
2020-01-11,,,948,,,,,,,27468,1126,19724,,,
2020-01-12,,,1209,,,,,,,27468,1192,20963,,,
2020-01-13,33515.0,24840.0,1121,35.8,7.4,25095.0,59.3,461.0,3255.0,27468,943,19239,64.7,35.3,3.0
2020-01-14,43105.0,32130.0,882,36.6,7.4,23575.0,61.0,133.0,3430.0,27468,1117,19319,,,
2020-01-15,49115.0,37085.0,855,35.2,7.5,24800.0,57.6,145.0,3345.0,27468,1125,19493,,,
2020-01-16,45540.0,34175.0,903,,,,,,,27468,1091,20414,,,
2020-01-17,45605.0,32740.0,966,,,,,,,27468,1093,20178,63.2,36.8,5.0
2020-01-18,,,1063,,,,,,,27468,1098,20469,,,
2020-01-19,,,1118,,,,,,,27468,1108,19807,,,
2020-01-20,36485.0,27205.0,1115,37.0,7.4,23475.0,62.6,465.0,3760.0,27468,1097,21020,,,
2020-01-21,39040.0,29605.0,1112,35.9,7.4,21560.0,61.6,113.0,3820.0,27468,1054,20528,,,
2020-01-22,37905.0,28995.0,1055,34.2,7.5,33125.0,50.2,338.0,3425.0,27468,1000,20599,,,
2020-01-23,42715.0,32825.0,988,,,,,,,27468,1025,21081,,,
2020-01-24,,,955,,,,,,,27468,957,21054,,,
2020-01-25,,,603,,,,,,,27468,551,19285,,,
2020-01-26,,,572,,,,,,,27468,489,18030,,,
2020-01-27,,,770,,,,,,,27468,1042,18311,,,
2020-01-28,41640.0,30795.0,858,34.9,7.6,25715.0,59.5,281.0,3570.0,27468,1016,18975,,,
2020-01-29,38495.0,29910.0,948,35.0,7.6,23290.0,60.9,289.0,3410.0,27468,795,21391,,,
2020-01-30,39570.0,30015.0,912,,,,,,,27468,1028,21116,,,
2020-01-31,38660.0,29650.0,927,,,,,,,27468,888,21132,63.0,37.0,6.0
2020-02-01,,,946,,,,,,,27468,1106,20659,,,
2020-02-02,,,921,,,,,,,27468,1102,20244,,,
2020-02-03,32760.0,24930.0,888,35.8,7.5,24355.0,62.0,379.0,3510.0,27468,1090,19789,,,
2020-02-04,36715.0,28675.0,912,33.8,7.6,23900.0,61.3,315.0,3190.0,27468,976,20045,,,
2020-02-05,36690.0,28495.0,828,34.7,7.7,22465.0,61.2,304.0,3370.0,27468,963,18380,,,
2020-02-06,34900.0,27220.0,870,,,,,,,27468,1017,19777,,,
2020-02-07,36870.0,28225.0,870,,,,,,,27468,991,19757,63.2,36.8,6.0
2020-02-08,,,879,,,,,,,27468,974,20001,,,
2020-02-09,,,870,,,,,,,27468,994,20221,,,
2020-02-10,32190.0,24315.0,858,35.8,7.5,23300.0,63.5,293.0,3545.0,27468,1284,18143,,,
2020-02-11,35835.0,27785.0,858,34.8,7.4,22830.0,62.1,315.0,3795.0,27468,1015,19436,,,
2020-02-12,36150.0,27995.0,860,32.9,7.7,24870.0,58.8,296.0,3260.0,27468,1033,20703,,,
2020-02-13,39330.0,31065.0,839,,,,,,,27468,1006,20097,,,
2020-02-14,37275.0,28995.0,812,,,,,,,27468,983,20205,63.1,36.9,4.0
2020-02-15,,,843,,,,,,,27468,992,20642,,,
2020-02-16,,,846,,,,,,,27468,993,18677,,,
2020-02-17,29025.0,21705.0,794,34.8,7.6,23430.0,57.9,296.0,3465.0,27468,1012,17739,,,
2020-02-18,33750.0,26135.0,760,34.5,7.5,20290.0,63.1,178.0,3610.0,27468,942,18725,,,
2020-02-19,37555.0,28470.0,776,33.5,7.5,22310.0,60.5,274.0,3160.0,27468,1026,19873,,,
2020-02-20,36040.0,27995.0,766,,,,,,,27468,1022,20040,,,
2020-02-21,35240.0,27815.0,761,,,,,,,27468,1019,19866,,,
2020-02-22,,,779,,,,,,,27468,1060,19634,,,
2020-02-23,,,852,,,,,,,27468,1187,19983,,,
2020-02-24,30110.0,23170.0,839,35.0,7.6,21890.0,64.6,293.0,3280.0,27468,1240,19775,,,
2020-02-25,36265.0,28470.0,872,34.7,7.5,22515.0,65.0,311.0,3140.0,27468,1326,20850,,,
2020-02-26,30180.0,23230.0,728,32.4,7.5,26705.0,56.1,270.0,3085.0,27468,1193,19799,,,
2020-02-27,33750.0,26615.0,764,,,,,,,27468,1120,20568,,,
2020-02-28,30505.0,23155.0,825,,,,,,,27468,1192,19741,63.3,36.7,4.0
2020-02-29,,,806,,,,,,,27468,1195,20193,,,
2020-03-01,,,739,,,,,,,27468,1018,19232,,,
2020-03-02,33875.0,25865.0,743,34.0,7.5,22405.0,63.8,170.0,3115.0,27468,1172,18790,,,
2020-03-03,29555.0,22820.0,948,32.5,7.6,20880.0,65.1,281.0,3110.0,27468,1129,20190,,,
2020-03-04,30625.0,23185.0,1421,32.5,7.6,20545.0,62.8,285.0,3140.0,27468,1195,19467,,,
2020-03-05,30165.0,23105.0,1379,,,,,,,27468,1197,19499,63.4,36.6,4.0
2020-03-06,28755.0,21480.0,1240,,,,,,,27468,1111,18480,,,
2020-03-07,,,1239,,,,,,,27468,1091,16903,,,
2020-03-08,,,1255,,,,,,,27468,1155,17119,,,
2020-03-09,24820.0,18885.0,1237,34.0,7.6,20345.0,65.5,165.0,3050.0,27468,1116,15686,,,
2020-03-10,28330.0,22255.0,1236,32.5,7.4,20925.0,62.6,153.0,2760.0,27468,1027,16175,,,
2020-03-11,25495.0,19205.0,1252,31.7,7.5,20770.0,65.4,143.0,2760.0,27468,1009,15748,,,
2020-03-12,28955.0,22570.0,1155,,,,,,,27468,1053,16142,,,
2020-03-13,37065.0,28005.0,909,,,,,,,27468,1037,15970,63.2,36.8,4.0
2020-03-14,,,925,,,,,,,27468,1037,16272,,,
2020-03-15,,,991,,,,,,,27468,955,15939,,,
2020-03-16,30375.0,23285.0,906,34.8,7.5,21365.0,65.7,155.0,3040.0,27468,1094,14844,,,
2020-03-17,37065.0,28840.0,861,34.0,7.5,20380.0,64.7,163.0,3085.0,27468,1094,14197,,,
2020-03-18,33765.0,25835.0,876,33.3,7.6,20040.0,64.1,170.0,2875.0,27468,1111,15848,,,
2020-03-19,35395.0,27620.0,876,,,,,,,27468,1140,14865,,,
2020-03-20,34195.0,26715.0,867,,,,,,,27468,1201,15370,62.9,37.1,3.0
2020-03-21,,,1176,,,,,,,27468,1126,15987,,,
2020-03-22,,,1391,,,,,,,27468,1172,17312,,,
2020-03-23,24950.0,19060.0,1348,35.4,7.5,19765.0,64.3,278.0,3070.0,27468,1096,16894,,,
2020-03-24,31690.0,24840.0,1161,34.5,7.4,20680.0,66.1,281.0,2815.0,27468,1175,15790,,,
2020-03-25,33140.0,25810.0,1073,33.3,7.6,20605.0,66.0,165.0,3105.0,27468,1262,15670,,,
2020-03-26,35995.0,28515.0,1003,,,,,,,27468,1212,17585,,,
2020-03-27,33335.0,26085.0,1006,,,,,,,27468,1225,16352,,,
2020-03-28,,,1031,,,,,,,27468,1075,15909,,,
2020-03-29,,,1030,,,,,,,27468,1018,16750,,,
2020-03-30,28615.0,21645.0,1073,36.0,7.5,21160.0,64.6,341.0,3190.0,27468,876,15464,,,
2020-03-31,28905.0,22415.0,1052,34.5,7.5,19670.0,64.9,300.0,2960.0,27468,819,15949,,,
2020-04-01,35180.0,26840.0,849,35.7,7.5,20550.0,65.2,270.0,2945.0,27468,819,15953,,,
2020-04-02,35390.0,26990.0,821,,,,,,,27468,875,15683,,,
2020-04-03,32505.0,25030.0,827,,,,,,,27468,870,14188,63.2,36.8,2.0
2020-04-04,,,794,,,,,,,27468,825,14819,,,
2020-04-05,,,836,,,,,,,27468,889,13999,,,
2020-04-06,31125.0,23225.0,864,36.8,7.6,21005.0,62.8,364.0,3270.0,27468,619,13945,,,
2020-04-07,34880.0,25985.0,691,34.5,7.5,19705.0,64.3,304.0,3150.0,27468,668,12307,,,
2020-04-08,33370.0,25580.0,845,36.0,7.6,19445.0,64.6,315.0,3025.0,27468,848,12732,,,
2020-04-09,31280.0,24300.0,1052,,,,,,,27468,882,14155,,,
2020-04-10,30440.0,23690.0,1170,,,,,,,27468,870,14030,63.1,36.9,4.0
2020-04-11,,,1048,,,,,,,27468,895,16305,,,
2020-04-12,,,1003,,,,,,,27468,902,14917,,,
2020-04-13,27460.0,20680.0,963,34.9,7.6,21585.0,64.3,353.0,3145.0,27468,847,12952,,,
2020-04-14,31155.0,23685.0,915,33.2,7.6,20780.0,66.0,311.0,3045.0,27468,1041,13881,,,
2020-04-15,,,1021,,,,,,,27468,941,12761,,,
2020-04-16,28155.0,21095.0,1030,,,,,,,27468,993,13429,,,
2020-04-17,30075.0,23175.0,1055,,,,,,,27468,1248,11017,63.6,36.4,2.0
2020-04-18,,,1015,,,,,,,27468,1318,12898,,,
2020-04-19,,,1027,,,,,,,27468,1232,12501,,,
2020-04-20,28825.0,21435.0,1012,33.1,7.5,21750.0,65.3,405.0,3045.0,27468,894,13212,,,
2020-04-21,33860.0,25300.0,988,31.4,7.5,21375.0,63.8,334.0,2910.0,27468,1271,12276,,,
2020-04-22,35165.0,26355.0,985,30.7,7.6,20000.0,64.9,289.0,2765.0,27468,1129,14111,,,
2020-04-23,33500.0,25265.0,1015,,,,,,,27468,1190,13533,,,
2020-04-24,33365.0,24915.0,1064,,,,,,,27468,1320,14668,64.1,35.9,2.0
2020-04-25,,,1085,,,,,,,27468,1174,15473,,,
2020-04-26,,,1088,,,,,,,27468,1374,14053,,,
2020-04-27,33755.0,24720.0,1067,33.8,7.5,22775.0,64.2,353.0,2725.0,27468,1325,15580,,,
2020-04-28,31765.0,24045.0,1121,33.1,7.5,21345.0,63.9,371.0,2675.0,27468,1421,15083,,,
2020-04-29,32055.0,23705.0,1133,32.6,7.5,22130.0,63.9,383.0,2700.0,27468,1221,14824,,,
2020-04-30,,,1066,,,,,,,27468,969,15240,,,
2020-05-01,,,1064,,,,,,,27468,859,15822,,,
2020-05-02,,,1094,,,,,,,27468,1036,14146,,,
2020-05-03,,,1057,,,,,,,27468,1268,15244,,,
2020-05-04,32185.0,23750.0,1015,34.0,7.5,20650.0,66.6,383.0,2865.0,27468,1271,15154,,,
2020-05-05,,,1021,,,,,,,27468,1313,14944,,,
2020-05-06,31905.0,23555.0,1069,33.9,7.5,22120.0,64.8,413.0,2670.0,27468,1119,15022,,,
2020-05-07,30450.0,22660.0,1158,,,,,,,27468,1118,14520,,,
2020-05-08,31620.0,23645.0,1497,,,,,,,27468,1394,13803,63.5,36.5,2.0
2020-05-09,,,1430,,,,,,,27468,1555,12947,,,
2020-05-10,,,1461,,,,,,,27468,1435,11696,,,
2020-05-11,27035.0,19480.0,1391,35.7,7.4,20615.0,65.5,394.0,2575.0,27468,1432,14006,,,
2020-05-12,31580.0,22920.0,1333,33.8,7.5,21605.0,64.9,338.0,2555.0,27468,1286,13496,,,
2020-05-13,27305.0,19665.0,1282,,,20895.0,64.5,499.0,2890.0,27468,1348,13779,,,
2020-05-14,28465.0,21075.0,1288,,,,,,,27468,1478,14053,,,
2020-05-15,28600.0,21545.0,1331,,,,,,,27468,1329,12454,64.8,35.2,1.0
2020-05-16,,,1391,,,,,,,27468,1197,14494,,,
2020-05-17,,,1348,,,,,,,27468,1479,13306,,,
2020-05-18,29500.0,21095.0,1288,37.5,7.4,20265.0,64.4,461.0,2515.0,27468,1329,13970,,,
2020-05-19,29290.0,21535.0,1282,37.5,7.5,20365.0,65.0,518.0,2460.0,27468,1506,12895,,,
2020-05-20,30150.0,21755.0,1327,36.5,7.6,20485.0,62.7,353.0,2580.0,27468,1465,13258,,,
2020-05-21,31835.0,21950.0,1212,,,,,,,27468,1285,11949,,,
2020-05-22,31175.0,22185.0,1221,,,,,,,27468,1527,12741,65.2,34.8,2.0
2020-05-23,,,1258,,,,,,,27468,1429,13548,,,
2020-05-24,,,1273,,,,,,,27468,1440,13676,,,
2020-05-25,28470.0,19845.0,1261,38.4,7.6,19290.0,63.4,409.0,2620.0,27468,1590,12258,,,
2020-05-26,30115.0,21570.0,1279,38.2,7.5,21150.0,64.1,521.0,2570.0,27468,1590,11983,,,
2020-05-27,30070.0,21690.0,1145,38.7,7.6,21360.0,62.8,593.0,2650.0,27468,1613,11372,,,
2020-05-28,28810.0,20405.0,1243,,,,,,,27468,1608,11971,,,
2020-05-29,34130.0,22140.0,1188,,,,,,,27468,1524,12384,64.6,35.4,1.0
2020-05-30,,,1182,,,,,,,27468,1567,12596,,,
2020-05-31,,,1194,,,,,,,27468,1586,12643,,,
2020-06-01,27505.0,19080.0,1248,38.3,7.6,21560.0,58.6,713.0,2585.0,27468,1488,11737,,,
2020-06-02,31055.0,22345.0,1421,38.2,7.5,20805.0,62.6,589.0,2490.0,27468,1584,13112,,,
2020-06-03,30215.0,22010.0,1621,37.5,7.7,25150.0,55.2,555.0,2545.0,27468,1649,13720,,,
2020-06-04,26255.0,18850.0,1812,,,,,,,27468,1529,13440,,,
2020-06-05,27130.0,19505.0,1809,,,,,,,27468,1578,14086,65.5,34.5,1.0
2020-06-06,,,1839,,,,,,,27468,1566,14232,,,
2020-06-07,,,1842,,,,,,,27468,1598,13251,,,
2020-06-08,26440.0,18455.0,1739,38.7,7.6,27820.0,49.9,698.0,2370.0,27468,1635,13779,,,
2020-06-09,26350.0,18220.0,1209,38.5,7.5,20835.0,62.6,758.0,2340.0,27468,1156,12021,,,
2020-06-10,31510.0,21615.0,1554,38.4,7.7,33850.0,45.3,761.0,2450.0,27468,1576,12814,,,
2020-06-11,30635.0,21505.0,1585,,,,,,,27468,1491,12855,,,
2020-06-12,29415.0,20540.0,1570,,,,,,,27468,1527,13179,65.4,34.6,1.0
2020-06-13,,,1566,,,,,,,27468,1375,12403,,,
2020-06-14,,,1285,,,,,,,27468,1173,9453,,,
2020-06-15,31320.0,20445.0,1321,40.4,7.6,26045.0,51.7,1088.0,2420.0,27468,1224,10562,,,
2020-06-16,33030.0,22465.0,1355,40.9,7.6,21635.0,60.6,930.0,2375.0,27468,1504,8240,,,
2020-06-17,30390.0,20980.0,1488,41.5,7.6,22310.0,60.4,65.0,2055.0,27468,1473,11110,,,
2020-06-18,26665.0,17870.0,1497,,,,,,,27468,1321,11100,,,
2020-06-19,27780.0,18580.0,1539,,,,,,,27468,1301,11198,,,
2020-06-20,,,1512,,,,,,,27468,1479,11443,,,
2020-06-21,,,1582,,,,,,,27468,1541,12244,,,
2020-06-22,26130.0,17330.0,1503,41.5,7.6,19555.0,59.5,724.0,2355.0,27468,1242,11366,,,
2020-06-23,25615.0,17280.0,1512,38.9,7.6,23890.0,60.5,98.0,1990.0,27468,1400,10825,,,
2020-06-24,28160.0,18965.0,1531,40.3,7.7,28610.0,53.5,50.0,2075.0,27468,1208,11218,,,
2020-06-25,24955.0,16865.0,1449,,,,,,,27468,1458,11764,,,
2020-06-26,25415.0,17095.0,1536,,,,,,,27468,1427,10977,64.6,35.4,1.0
2020-06-27,,,1360,,,,,,,27468,1288,11226,,,
2020-06-28,,,1515,,,,,,,27468,1464,9033,,,
2020-06-29,27780.0,18415.0,1655,40.5,7.6,29180.0,45.3,40.0,1810.0,27468,1538,11334,,,
2020-06-30,24585.0,16525.0,1658,39.8,7.6,29485.0,57.8,40.0,2135.0,27468,1366,11522,,,
2020-07-01,,,1679,,,,,,,27468,1452,11601,,,
2020-07-02,18445.0,12310.0,1494,,,,,,,27468,1526,11217,,,
2020-07-03,27515.0,18945.0,1676,,,,,,,27468,1506,11001,65.1,34.9,1.0
2020-07-04,,,1661,,,,,,,27468,1515,11108,,,
2020-07-05,,,1670,,,,,,,27468,1528,10699,,,
2020-07-06,26825.0,17765.0,1649,40.5,7.7,20100.0,59.3,40.0,1760.0,27468,1517,10671,,,
2020-07-07,27250.0,16055.0,1700,39.8,7.6,23903.0,26.0,95.0,2005.0,27468,1570,10807,,,
2020-07-08,27700.0,19315.0,1739,38.6,7.7,32375.0,47.2,38.0,1775.0,27468,1431,10839,,,
2020-07-09,26950.0,17920.0,1694,,,,,,,27468,1573,11732,,,
2020-07-10,28720.0,19520.0,1630,,,,,,,27468,1492,13192,63.1,36.9,1.0
2020-07-11,,,1706,,,,,,,27468,1544,12203,,,
2020-07-12,,,1712,,,,,,,27468,1507,11945,,,
2020-07-13,26620.0,17390.0,1718,40.2,7.6,19485.0,58.9,38.0,1705.0,27468,1515,11545,,,
2020-07-14,24855.0,16315.0,1715,39.5,7.6,23240.0,58.5,130.0,1665.0,27468,1372,10565,,,
2020-07-15,25875.0,17130.0,1739,37.7,7.7,30955.0,51.2,55.0,1680.0,27468,1454,11079,,,
2020-07-16,25470.0,17170.0,1766,,,,,,,27468,1415,11242,,,
2020-07-17,24770.0,15940.0,1682,,,,,,,27468,1451,10393,65.9,34.1,1.0
2020-07-18,,,1691,,,,,,,27468,1480,10785,,,
2020-07-19,,,1752,,,,,,,27468,1417,10843,,,
2020-07-20,26080.0,17375.0,1731,36.8,7.7,19485.0,59.4,50.0,1510.0,27468,1497,12090,,,
2020-07-21,23505.0,16125.0,1730,36.9,7.5,23670.0,59.8,50.0,1520.0,27468,1496,10159,,,
2020-07-22,24510.0,16685.0,1688,37.6,7.6,24835.0,57.8,43.0,1605.0,27468,1543,11354,,,
2020-07-23,24065.0,16035.0,1676,,,,,,,27468,1524,11903,,,
2020-07-24,,,1527,,,,,,,27468,1472,11305,,,
2020-07-25,,,1500,,,,,,,27468,1393,10176,,,
2020-07-26,,,1494,,,,,,,27468,1510,11769,,,
2020-07-27,27520.0,18195.0,1472,37.9,7.7,19155.0,54.4,40.0,1490.0,27468,1500,12350,,,
2020-07-28,26375.0,17840.0,1491,38.3,7.6,25335.0,57.1,43.0,1465.0,27468,1422,13392,,,
2020-07-29,25030.0,16550.0,1194,38.7,7.6,25960.0,56.5,35.0,1550.0,27468,1165,10329,,,
2020-07-30,,,1461,,,,,,,27468,1414,10718,,,
2020-07-31,21770.0,14170.0,1476,,,,,,,27468,1296,11268,63.9,36.1,1.0
2020-08-01,,,1479,,,,,,,27468,1278,10280,,,
2020-08-02,,,1425,,,,,,,27468,1312,11284,,,
2020-08-03,22465.0,14700.0,1448,38.9,7.7,15350.0,54.8,43.0,1510.0,27468,1298,11429,,,
2020-08-04,21920.0,14925.0,1424,38.8,7.7,25955.0,55.8,73.0,1465.0,27468,1089,10973,,,
2020-08-05,30625.0,20815.0,1452,38.6,7.7,22190.0,55.8,35.0,1485.0,27468,1198,11212,,,
2020-08-06,18035.0,12635.0,1445,,,,,,,27468,1233,12168,,,
2020-08-07,18320.0,12300.0,1484,,,,,,,27468,1305,11193,,,
2020-08-08,,,1427,,,,,,,27468,1288,10938,,,
2020-08-09,,,1415,,,,,,,27468,1402,8140,,,
2020-08-10,24710.0,15105.0,1424,41.6,7.8,15345.0,56.1,35.0,1545.0,27468,1626,9113,,,
2020-08-11,30855.0,18790.0,1394,39.8,7.7,25770.0,54.0,60.0,1425.0,27468,1623,9895,,,
2020-08-12,22665.0,13955.0,1388,39.5,7.8,24400.0,53.0,43.0,1410.0,27468,1632,10149,,,
2020-08-13,21390.0,14135.0,1412,,,,,,,27468,1589,10413,,,
2020-08-14,21330.0,14425.0,1357,,,,,,,27468,1529,10284,63.6,36.4,1.0
2020-08-15,,,1412,,,,,,,27468,1584,10605,,,
2020-08-16,,,1446,,,,,,,27468,1553,10238,,,
2020-08-17,,,1366,,,,,,,27468,1620,10034,,,
2020-08-18,19390.0,13560.0,1448,40.3,7.6,25025.0,55.3,58.0,1445.0,27468,1619,10835,,,
2020-08-19,19225.0,13165.0,1437,40.9,7.7,23485.0,54.1,48.0,1460.0,27468,1431,11239,,,
2020-08-20,19215.0,12940.0,1427,,,,,,,27468,1453,10300,,,
2020-08-21,21440.0,15175.0,1406,,,,,,,27468,1470,8737,,,
2020-08-22,,,1385,,,,,,,27468,1469,10589,,,
2020-08-23,,,1373,,,,,,,27468,1410,5730,,,
2020-08-24,16365.0,11080.0,1391,41.5,7.8,18110.0,44.9,48.0,1495.0,27468,1476,8481,,,
2020-08-25,17250.0,11800.0,1406,41.0,7.8,23675.0,57.0,48.0,1470.0,27468,1467,8524,,,
2020-08-26,17130.0,12125.0,1449,41.3,7.8,22820.0,55.0,60.0,1545.0,27468,1494,8659,,,
2020-08-27,15640.0,10860.0,1412,,,,,,,27468,1502,8286,,,
2020-08-28,21710.0,14385.0,1382,,,,,,,27468,1515,8818,64.0,36.0,1.0
2020-08-29,,,1442,,,,,,,27468,1511,9993,,,
2020-08-30,,,1412,,,,,,,27468,1507,9786,,,
2020-08-31,21975.0,14615.0,1397,42.5,7.8,14540.0,56.6,53.0,1720.0,27468,1524,8226,,,
2020-09-01,17520.0,11705.0,1406,40.4,7.8,22470.0,56.3,58.0,1705.0,27468,1562,9853,,,
2020-09-02,20195.0,13215.0,1370,40.0,7.9,21620.0,54.8,43.0,1690.0,27468,1759,8620,,,
2020-09-03,18495.0,12305.0,1409,,,,,,,27468,1755,7416,,,
2020-09-04,19135.0,13220.0,1376,,,,,,,27468,1745,8414,64.8,35.2,1.0
2020-09-05,,,1433,,,,,,,27468,1710,9809,,,
2020-09-06,,,1421,,,,,,,27468,1571,9321,,,
2020-09-07,19505.0,12935.0,1376,39.0,7.9,15980.0,52.7,40.0,1640.0,27468,1375,9565,,,
2020-09-08,20735.0,13770.0,1327,39.4,7.7,22905.0,56.7,70.0,1710.0,27468,1247,9155,,,
2020-09-09,21500.0,14960.0,1376,39.3,7.8,21480.0,55.4,53.0,1715.0,27468,1067,9699,,,
2020-09-10,20510.0,13970.0,1482,,,,,,,27468,1268,9784,,,
2020-09-11,17810.0,12110.0,1472,,,,,,,27468,1380,8970,64.2,35.8,1.0
2020-09-12,,,1418,,,,,,,27468,1462,10137,,,
2020-09-13,,,1445,,,,,,,27468,1421,8943,,,
2020-09-14,20025.0,13770.0,1421,38.9,7.9,15985.0,53.5,30.0,1630.0,27468,1381,7907,,,
2020-09-15,17300.0,11780.0,1518,37.9,7.8,23370.0,53.9,50.0,1640.0,27468,1412,9589,,,
2020-09-16,18160.0,12725.0,1527,38.6,7.3,20720.0,56.2,53.0,1720.0,27468,1376,9385,,,
2020-09-17,18415.0,13390.0,1491,,,,,,,27468,1154,8983,,,
2020-09-18,17465.0,11955.0,1576,,,,,,,27468,1368,9038,63.8,36.2,1.0
2020-09-19,,,1564,,,,,,,27468,1443,9378,,,
2020-09-20,,,1615,,,,,,,27468,1399,9250,,,
2020-09-21,17895.0,12430.0,1663,40.0,7.3,15185.0,51.2,33.0,1580.0,27468,949,10159,,,
2020-09-22,19105.0,14310.0,1621,39.2,7.3,21355.0,56.7,28.0,1605.0,27468,1114,10938,,,
2020-09-23,17215.0,12140.0,1658,40.0,7.3,18950.0,56.6,38.0,1740.0,27468,1280,10112,,,
2020-09-24,17390.0,12435.0,1645,,,,,,,27468,1370,10719,,,
2020-09-25,18905.0,13735.0,1618,,,,,,,27468,1448,10839,63.9,36.1,2.0
2020-09-26,,,1640,,,,,,,27468,1412,12395,,,
2020-09-27,,,1645,,,,,,,27468,1403,10913,,,
2020-09-28,21585.0,15440.0,1661,40.4,7.3,13635.0,57.0,23.0,1630.0,27468,1376,11487,,,
2020-09-29,,,1642,,,,,,,27468,1316,11383,,,
2020-09-30,,,1358,,,,,,,27468,1368,11123,,,
2020-10-01,,,1103,,,,,,,27468,989,8882,,,
2020-10-02,,,1130,,,,,,,27468,721,9107,,,
2020-10-03,,,1073,,,,,,,27468,1344,8717,,,
2020-10-04,,,1115,,,,,,,27468,1370,8910,,,
2020-10-05,,,1273,,,,,,,27468,1346,9471,,,
2020-10-06,17280.0,12825.0,1372,40.0,7.4,19805.0,60.6,35.0,1925.0,27468,1302,9113,,,
2020-10-07,20100.0,14820.0,1388,39.3,7.5,26370.0,42.9,33.0,1890.0,27468,1348,10945,,,
2020-10-08,21780.0,15940.0,1415,,,,,,,27468,1204,11418,63.8,36.2,1.0
2020-10-09,,,1394,,,,,,,27468,1166,11222,,,
2020-10-10,,,1412,,,,,,,27468,1163,11193,,,
2020-10-11,,,1388,,,,,,,27468,1178,11705,,,
2020-10-12,24240.0,17890.0,1379,41.2,7.5,17635.0,52.5,45.0,1925.0,27468,1187,11951,,,
2020-10-13,19655.0,14385.0,1327,41.3,7.4,19315.0,61.5,45.0,1990.0,27468,1223,11949,,,
2020-10-14,21975.0,16375.0,1258,39.0,7.4,36935.0,33.4,30.0,1965.0,27468,1189,10460,,,
2020-10-15,21080.0,15855.0,1297,,,,,,,27468,1157,11830,,,
2020-10-16,21320.0,15670.0,1279,,,,,,,27468,1146,11932,,,
2020-10-17,,,1303,,,,,,,27468,1255,11563,,,
2020-10-18,,,1252,,,,,,,27468,1266,10697,,,
2020-10-19,23140.0,17075.0,1255,39.1,7.6,29600.0,32.7,25.0,2030.0,27468,1231,11688,,,
2020-10-20,18060.0,13345.0,1333,40.2,7.3,24855.0,61.6,45.0,2100.0,27468,1150,11289,,,
2020-10-21,30885.0,22525.0,1306,41.0,7.5,20385.0,57.7,35.0,2030.0,27468,1245,12732,,,
2020-10-22,23225.0,17210.0,1248,,,,,,,27468,1221,12437,,,
2020-10-23,24800.0,18105.0,1267,,,,,,,27468,1251,12909,,,
2020-10-24,,,1330,,,,,,,27468,1236,11894,,,
2020-10-25,,,1294,,,,,,,27468,1239,12916,,,
2020-10-26,25280.0,18125.0,1264,40.1,7.4,15280.0,59.9,75.0,2095.0,27468,1266,12082,,,
2020-10-27,29230.0,21645.0,1294,40.5,7.4,19895.0,62.3,63.0,1985.0,27468,1258,11883,,,
2020-10-28,22185.0,16205.0,1331,41.0,7.5,18775.0,60.9,60.0,1915.0,27468,1260,13366,,,
2020-10-29,19840.0,14590.0,1524,,,,,,,27468,1297,14001,63.8,36.2,1.0
2020-10-30,26130.0,19865.0,1527,,,,,,,27468,1298,14150,,,
2020-10-31,,,1324,,,,,,,27468,1283,14079,,,
2020-11-01,,,1348,,,,,,,27468,1299,11753,,,
2020-11-02,24280.0,18090.0,1452,39.1,7.5,16270.0,59.3,45.0,2010.0,27468,1302,13479,,,
2020-11-03,24920.0,17725.0,1561,36.0,7.4,24540.0,53.8,45.0,1935.0,27468,8953,13635,,,
2020-11-04,23795.0,17640.0,1545,38.6,7.5,20490.0,61.0,93.0,2025.0,27468,1300,13485,,,
2020-11-05,23630.0,17765.0,1506,,,,,,,27468,1300,13523,,,
2020-11-06,29295.0,22635.0,1494,,,,,,,27468,1293,13382,63.0,37.0,1.0
2020-11-07,,,1527,,,,,,,27468,1280,13249,,,
2020-11-08,,,1588,,,,,,,27468,1302,13214,,,
2020-11-09,24720.0,18930.0,1615,38.9,7.4,16105.0,62.5,43.0,1945.0,27468,1319,15084,,,
2020-11-10,24190.0,17960.0,1552,36.5,7.3,17940.0,65.2,45.0,1895.0,27468,1311,14002,,,
2020-11-11,28895.0,22515.0,1385,38.3,7.4,20025.0,61.1,53.0,1965.0,27468,1229,13586,,,
2020-11-12,19680.0,15170.0,1464,,,,,,,27468,1017,11727,,,
2020-11-13,22365.0,16555.0,1488,,,,,,,27468,924,13033,,,
2020-11-14,,,1494,,,,,,,27468,885,13142,,,
2020-11-15,,,1460,,,,,,,27468,834,12921,,,
2020-11-16,25550.0,19455.0,1331,37.0,7.4,17170.0,62.7,50.0,1970.0,27468,888,12945,,,
