Date,PS_TS,PS_VS,M1_in,M1_temp,M1_pH,M1_TS,M1_VS,M1_VFA,M1_Alk,M1_vol,M1_eff,CO2,H2S,MY
2020-02-11,35835.0,27785.0,858,34.8,7.4,22830.0,62.1,315.0,3795.0,27468,1015,36.86064139941691,4.7871720116618075,0.5147654227079699
2020-02-12,36150.0,27995.0,860,32.9,7.7,24870.0,58.8,296.0,3260.0,27468,1033,36.8801749271137,4.396501457725948,0.5427753870018173
2020-02-13,39330.0,31065.0,839,33.0976,7.695860869565218,24823.80456179418,58.43355789473684,296.0,3269.640873124147,27468,1006,36.89446064139942,4.110787172011662,0.4865924842849582
2020-02-14,37275.0,28995.0,812,33.568799999999996,7.683582608695652,24673.813685382534,58.17625263157894,296.0,3297.122619372442,27468,983,36.9,4.0,0.5415132301560402
2020-02-15,34115.281305861325,26124.473684210523,843,34.1312,7.663373913043478,24402.920528073802,58.01216842105263,296.0,3340.283929058663,27468,992,36.89811553044608,4.0,0.5914512834568311
2020-02-16,30653.473986263998,23104.736842105263,846,34.602399999999996,7.6354434782608696,23994.01824717671,57.92538947368421,296.0,3396.9634924965894,27468,993,36.892727986827595,4.0,0.6029969790533687
2020-02-17,29025.0,21705.0,794,34.8,7.6,23430.0,57.9,296.0,3465.0,27468,1012,36.884236166709464,4.0,0.6496608314018004
2020-02-18,33750.0,26135.0,760,34.5,7.5,20290.0,63.1,178.0,3610.0,27468,942,36.87303886765661,4.0,0.5951146109789905
2020-02-19,37555.0,28470.0,776,33.5,7.5,22310.0,60.5,274.0,3160.0,27468,1026,36.85953488723395,4.0,0.5679655846749516
2020-02-20,36040.0,27995.0,766,33.656,7.5104,22266.32,60.84648121827411,280.68952888784395,3172.48,27468,1022,36.84412302300639,4.0,0.5902041322275248
2020-02-21,35240.0,27815.0,761,34.028,7.5352,22162.16,61.70344365482233,283.78952810371123,3202.24,27468,1019,36.82720207253886,4.0,0.5928936818693168
2020-02-22,33453.143393863495,26484.11288329363,779,34.471999999999994,7.5648,22037.84,62.7971654822335,285.4447628756565,3237.7599999999998,27468,1060,36.80917083339627,4.0,0.6013674987851819
2020-02-23,31211.571696931747,24310.945330535702,852,34.844,7.5896,21933.68,63.85392487309644,287.79999843173454,3267.52,27468,1187,36.790428103143554,4.0,0.6098206069417258
2020-02-24,30110.0,23170.0,839,35.0,7.6,21890.0,64.6,293.0,3280.0,27468,1240,36.77137267934561,4.0,0.6431943947832035
2020-02-25,36265.0,28470.0,872,34.7,7.5,22515.0,65.0,311.0,3140.0,27468,1326,36.75240335956737,4.0,0.5311854059935215
2020-02-26,30180.0,23230.0,728,32.4,7.5,26705.0,56.1,270.0,3085.0,27468,1193,36.73391894137374,4.0,0.7406850858825395
2020-02-27,33750.0,26615.0,764,32.5664,7.5,26445.389769058853,56.679380645161295,240.96804733727814,3088.12,27468,1120,36.71631822232965,4.0,0.6401237968605686
2020-02-28,30505.0,23155.0,825,32.9632,7.5,25754.16930717656,58.146141935483875,213.83905325443786,3095.56,27468,1192,36.7,4.0,0.6541451483088278
2020-02-29,31378.7037037037,23857.59259259259,806,33.4368,7.5,24762.753960764836,60.09321290322581,191.22603550295858,3104.44,27468,1195,36.68179811936289,4.0,0.6649174928584098
2020-03-01,33001.2962962963,25162.40740740741,739,33.8336,7.5,23602.55907623541,62.11352258064517,175.74201183431953,3111.88,27468,1018,36.66025714834006,4.0,0.6550947485832471
2020-03-02,33875.0,25865.0,743,34.0,7.5,22405.0,63.8,170.0,3115.0,27468,1172,36.638341968911924,4.0,0.6195152719429385
2020-03-03,29555.0,22820.0,948,32.5,7.6,20880.0,65.1,281.0,3110.0,27468,1129,36.61901746305892,4.0,0.5915225547121855
2020-03-04,30625.0,23185.0,1421,32.5,7.6,20545.0,62.8,285.0,3140.0,27468,1195,36.60524851276147,4.0,0.37458566591914966
2020-03-05,30165.0,23105.0,1379,32.656,7.6,20468.771633752247,63.080799999999996,274.9034482758621,3137.387576301616,27468,1197,36.6,4.0,0.3879996717071339
2020-03-06,28755.0,21480.0,1240,33.028,7.6,20412.243087971274,63.750400000000006,249.91034482758621,3128.5627289048475,27468,1111,36.60511948529412,4.0,0.43984553970376217
2020-03-07,27127.130247610792,20278.54333176618,1239,33.471999999999994,7.6,20373.828725314186,64.5496,217.9655172413793,3112.044093357271,27468,1091,36.61933823529412,4.0,0.42639538875348604
2020-03-08,25536.342901583175,19293.438332549755,1255,33.844,7.6,20351.94290843806,65.2192,187.01379310344828,3086.350305206463,27468,1155,36.640946691176474,4.0,0.44795430471064646
2020-03-09,24820.0,18885.0,1237,34.0,7.6,20345.0,65.5,165.0,3050.0,27468,1116,36.66823529411765,4.0,0.4252527310993166
2020-03-10,28330.0,22255.0,1236,32.5,7.4,20925.0,62.6,153.0,2760.0,27468,1027,36.69949448529412,4.0,0.37222487972244617
2020-03-11,25495.0,19205.0,1252,31.7,7.5,20770.0,65.4,143.0,2760.0,27468,1009,36.733014705882354,4.0,0.41436580280684554
2020-03-12,28955.0,22570.0,1155,32.0224,7.5,20831.88,65.52672615992104,143.57693203883494,2781.324511278195,27468,1053,36.767086397058826,4.0,0.39154978791472284
2020-03-13,37065.0,28005.0,909,32.791199999999996,7.5,20979.44,65.61306692991116,145.21079611650487,2835.1735338345866,27468,1037,36.8,4.0,0.39648114070467927
2020-03-14,35330.555555555555,26781.2962962963,925,33.7088,7.5,21155.559999999998,65.66604461994076,147.75619417475727,2906.3603007518795,27468,1037,36.83995541073572,3.9567167526351197,0.41486809430147725
2020-03-15,32109.444444444445,24508.7037037037,991,34.477599999999995,7.5,21303.120000000003,65.69268153998026,151.0677281553398,2979.698045112782,27468,955,36.89188818384497,3.8421170666068627,0.41414484605089824
2020-03-16,30375.0,23285.0,906,34.8,7.5,21365.0,65.7,155.0,3040.0,27468,1094,36.9491922483279,3.6790760260148017,0.4436466029992215
2020-03-17,37065.0,28840.0,861,34.0,7.5,20380.0,64.7,163.0,3085.0,27468,1094,37.0052615331847,3.490468714958511,0.3601657839130775
2020-03-18,33765.0,25835.0,876,33.3,7.6,20040.0,64.1,170.0,2875.0,27468,1111,37.05348996741554,3.2991702175375646,0.44079184064854793
2020-03-19,35395.0,27620.0,876,33.5184,7.595860869565217,19939.231155778896,64.10489815950919,186.58787308115146,2895.28,27468,1140,37.087271480020576,3.1280556178515364,0.38652327802031733
2020-03-20,34195.0,26715.0,867,34.0392,7.583582608695652,19862.010050251258,64.1226944785276,212.68822496571534,2943.64,27468,1201,37.1,3.0,0.41739787811063034
2020-03-21,31082.824446280287,24180.21948690799,1176,34.660799999999995,7.5633739130434785,19807.67336683417,64.1580417177914,241.29464030970348,3001.3599999999997,27468,1126,37.095626822157435,2.9001457725947524,0.35365536732792613
2020-03-22,26989.190000917923,20769.55418789844,1391,35.1816,7.535443478260869,19775.557788944723,64.21559263803681,265.4007037691278,3049.7200000000003,27468,1172,37.08338192419826,2.799282350302758,0.3770147217600063
2020-03-23,24950.0,19060.0,1348,35.4,7.5,19765.0,64.3,278.0,3070.0,27468,1096,37.06457725947522,2.6987553263063466,0.41382321942048755
2020-03-24,31690.0,24840.0,1161,34.5,7.4,20680.0,66.1,281.0,2815.0,27468,1175,37.040524781341105,2.5999102937878447,0.34471439389617203
2020-03-25,33140.0,25810.0,1073,33.3,7.6,20605.0,66.0,165.0,3105.0,27468,1262,37.01253644314869,2.5040928459295806,0.3563981081679981
2020-03-26,35995.0,28515.0,1003,33.580799999999996,7.5896,20662.719999999998,65.76906666666667,183.304,3139.4573207036537,27468,1212,36.98192419825073,2.4126485759138823,0.3874656454881405
2020-03-27,33335.0,26085.0,1006,34.2504,7.5648,20800.36,65.41120000000001,226.95200000000003,3163.73948579161,27468,1225,36.95,2.326923076923077,0.39288653739819085
2020-03-28,31193.266865714082,24081.787600572585,1031,35.0496,7.5352,20964.640000000003,65.0288,279.048,3179.29299052774,27468,1075,36.91807580174927,2.2482619421394934,0.4042038326211365
2020-03-29,29379.688988412596,22370.060466952957,1030,35.7192,7.5104,21102.28,64.72426666666667,322.696,3187.5643301759137,27468,1018,36.88746355685131,2.178010764745459,0.45880280366595483
2020-03-30,28615.0,21645.0,1073,36.0,7.5,21160.0,64.6,341.0,3190.0,27468,876,36.859475218658886,2.1175151379233013,0.42040968858398536
2020-03-31,28905.0,22415.0,1052,34.5,7.5,19670.0,64.9,300.0,2960.0,27468,819,36.835422740524784,2.068120654855349,0.4272209770545806
2020-04-01,35180.0,26840.0,849,35.7,7.5,20550.0,65.2,270.0,2945.0,27468,819,36.81661807580175,2.031172908723929,0.4423387959871852
2020-04-02,35390.0,26990.0,821,36.095479482439934,7.5104,20726.145806451612,64.9504,279.77599999999995,2978.8,27468,875,36.804373177842564,2.0080174927113705,0.4472703678548761
2020-04-03,32505.0,25030.0,827,36.40341441774491,7.5352,20855.089032258067,64.3552,303.088,3059.4,27468,870,36.8,2.0,0.433183492988583
2020-04-04,31746.09631308838,24113.16665124742,794,36.62360961182994,7.5648,20941.45935483871,63.6448,330.912,3155.6,27468,825,36.805539358600576,2.110787172011662,0.489128715041618
2020-04-05,31282.214823210856,23468.527770068154,836,36.75586987060998,7.5896,20989.8864516129,63.0496,354.22400000000005,3236.2,27468,889,36.819825072886296,2.3965014577259476,0.4508018751354306
2020-04-06,31125.0,23225.0,864,36.8,7.6,21005.0,62.8,364.0,3270.0,27468,619,36.83935860058309,2.7871720116618075,0.43893032348346933
2020-04-07,34880.0,25985.0,691,34.5,7.5,19705.0,64.3,304.0,3150.0,27468,668,36.86064139941691,3.2128279883381925,0.4327644699267812
2020-04-08,33370.0,25580.0,845,36.0,7.6,19445.0,64.6,315.0,3025.0,27468,848,36.8801749271137,3.603498542274053,0.3717963890187824
2020-04-09,31280.0,24300.0,1052,35.96081787709497,7.6,19667.559999999998,64.5688,324.9487123287671,3037.48,27468,882,36.89446064139942,3.889212827988338,0.34942610180920963
2020-04-10,30440.0,23690.0,1170,35.838453631284914,7.6,20198.280000000002,64.49439999999998,335.122301369863,3067.24,27468,870,36.9,4.0,0.31940087959505437
2020-04-11,29268.411591507822,22585.588155991863,1048,35.625680446927376,7.6,20831.72,64.40559999999999,344.1215342465753,3102.7599999999998,27468,895,36.881049562682215,3.889212827988338,0.4347983472339159
2020-04-12,28033.094684642805,21298.349633551486,1003,35.315271508379894,7.6,21362.44,64.3312,350.5471780821918,3132.52,27468,902,36.83002915451895,3.6034985422740524,0.4411083521930126
2020-04-13,27460.0,20680.0,963,34.9,7.6,21585.0,64.3,353.0,3145.0,27468,847,36.755685131195335,3.2128279883381925,0.41132159042239763
2020-04-14,31155.0,23685.0,915,33.2,7.6,20780.0,66.0,311.0,3045.0,27468,1041,36.666763848396506,2.7871720116618075,0.4056560438729215
2020-04-15,29655.0,22390.0,1021,33.16866818567664,7.592592592592593,20851.85185185185,65.98591017034298,317.96296296296293,3045.0,27468,941,36.57201166180758,2.3965014577259476,0.35406729304685286
2020-04-16,28155.0,21095.0,1030,33.1549345485413,7.5740740740740735,21031.48148148148,65.93935698954195,335.3703703703703,3045.0,27468,993,36.48017492711371,2.110787172011662,0.39258726975001673
2020-04-17,30075.0,23175.0,1055,33.150000000000006,7.550000000000001,21265.0,65.85391491985204,358.0,3045.0,27468,1248,36.4,2.0,0.28658157333701434
2020-04-18,29750.925925925923,22723.88888888889,1015,33.1450654514587,7.525925925925926,21498.51851851852,65.72315842352833,380.6296296296297,3045.0,27468,1318,36.3198250728863,2.0,0.3561048765444818
2020-04-19,29149.074074074073,21886.11111111111,1027,33.13133181432337,7.507407407407408,21678.148148148146,65.54066196282596,398.03703703703707,3045.0,27468,1232,36.22798833819242,2.0,0.35467928860521275
2020-04-20,28825.0,21435.0,1012,33.1,7.5,21750.0,65.3,405.0,3045.0,27468,894,36.1332361516035,2.0,0.3889909303727395
2020-04-21,33860.0,25300.0,988,31.4,7.5,21375.0,63.8,334.0,2910.0,27468,1271,36.04431486880467,2.0,0.3140932256927213
2020-04-22,35165.0,26355.0,985,30.7,7.6,20000.0,64.9,289.0,2765.0,27468,1129,35.96997084548105,2.0,0.34805048268108785
2020-04-23,33500.0,25265.0,1015,31.022399999999998,7.5896,20288.6,64.86043076923077,293.1689235382309,2751.3548151368,27468,1190,35.918950437317775,2.0,0.3381725507577426
2020-04-24,33365.0,24915.0,1064,31.791199999999996,7.5648,20976.8,64.75329230769232,304.06677061469264,2745.180673878215,27468,1320,35.9,2.0,0.3546715977179553
2020-04-25,33466.11111111111,24839.966292290053,1085,32.7088,7.5352,21798.2,64.59593846153847,319.280155922039,2741.82912505123,27468,1174,35.90874635568513,2.0,0.3679531725063132
2020-04-26,33653.88888888889,24804.138933786453,1088,33.477599999999995,7.5104,22486.4,64.40572307692308,336.3956941529235,2736.65171748283,27468,1374,35.933236151603495,2.0,0.33361746882366694
2020-04-27,33755.0,24720.0,1067,33.8,7.5,22775.0,64.2,353.0,2725.0,27468,1325,35.970845481049565,2.0,0.37820941400489516
2020-04-28,31765.0,24045.0,1121,33.1,7.5,21345.0,63.9,371.0,2675.0,27468,1421,36.018950437317784,2.0,0.35802116146481067
2020-04-29,32055.0,23705.0,1133,32.6,7.5,22130.0,63.9,383.0,2700.0,27468,1221,36.07492711370262,2.0,0.35283102688048396
2020-04-30,32106.024663212433,23709.68,1066,32.7456,7.5,21976.08,64.1808,383.0,2734.825427509294,27468,969,36.13615160349854,2.0,0.38508549032474493
2020-05-01,32142.95274611399,23720.84,1064,33.0928,7.5,21609.039999999997,64.8504,383.0,2777.953605947955,27468,859,36.2,2.0,0.3999542967154302
2020-05-02,32167.368497409327,23734.16,1094,33.507200000000005,7.5,21170.96,65.64959999999999,383.0,2820.16907063197,27468,1036,36.26384839650146,2.0,0.34723884514149167
2020-05-03,32180.856165803107,23745.32,1057,33.8544,7.5,20803.920000000002,66.3192,383.0,2852.256356877323,27468,1268,36.32507288629738,2.0,0.3867358055440427
2020-05-04,32185.0,23750.0,1015,34.0,7.5,20650.0,66.6,383.0,2865.0,27468,1271,36.381049562682215,2.0,0.39993013219688406
2020-05-05,32115.29524539877,23700.770590043026,1021,33.949999999999996,7.5,21385.0,65.7,398.0,2776.2974898236093,27468,1313,36.42915451895044,2.0,0.3925876538490889
2020-05-06,31905.0,23555.0,1069,33.9,7.5,22120.0,64.8,413.0,2670.0,27468,1119,36.4667638483965,2.0,0.3790250564853937
2020-05-07,30450.0,22660.0,1158,34.0872,7.4896,21963.480000000003,64.8728,412.4367800829876,2640.7342426704713,27468,1118,36.49125364431487,2.0,0.35142422149632097
2020-05-08,31620.0,23645.0,1497,34.5336,7.4648,21590.239999999998,65.04639999999999,410.5503402489627,2620.630679164739,27468,1394,36.5,2.0,0.24762021399534107
2020-05-09,30431.2962962963,22565.185185185186,1430,35.0664,7.4352,21144.76,65.25359999999999,407.045510373444,2605.6599943237707,27468,1555,36.43868976161893,1.944606413994169,0.25502752116255933
2020-05-10,28223.703703703704,20559.814814814818,1461,35.512800000000006,7.4104,20771.52,65.4272,401.6271203319502,2591.792872988535,27468,1435,36.27794546389985,1.8017492711370262,0.24811768191392372
2020-05-11,27035.0,19480.0,1391,35.7,7.4,20615.0,65.5,394.0,2575.0,27468,1432,36.05254673297891,1.6064139941690962,0.33053792215795347
2020-05-12,31580.0,22920.0,1333,33.8,7.5,21605.0,64.9,338.0,2555.0,27468,1286,35.797273194992286,1.3935860058309038,0.28360493296111466
2020-05-13,27305.0,19665.0,1282,34.074074074074076,7.492592592592593,20895.0,64.5,499.0,2890.0,27468,1348,35.54690447607614,1.1982507288629738,0.3522731189007715
2020-05-14,28465.0,21075.0,1288,34.75925925925926,7.474074074074074,20667.337268722466,64.45908344370862,495.048,2860.818181818182,27468,1478,35.33622020236667,1.055393586005831,0.3347701191014572
2020-05-15,28600.0,21545.0,1331,35.65,7.450000000000001,20490.829427312776,64.43046887417218,485.62399999999997,2787.4545454545455,27468,1329,35.2,1.0,0.28142282180169437
2020-05-16,28911.171171171172,21428.333333333332,1391,36.54074074074074,7.4259259259259265,20365.15295154185,64.41231258278145,474.376,2691.181818181818,27468,1197,35.113634025038586,1.055393586005831,0.3155194855989319
2020-05-17,29305.585585585584,21211.666666666668,1348,37.22592592592593,7.407407407407408,20289.984317180617,64.40277086092716,464.95199999999994,2593.2727272727275,27468,1479,35.03152117990054,1.1982507288629738,0.3023329846358941
2020-05-18,29500.0,21095.0,1288,37.5,7.4,20265.0,64.4,461.0,2515.0,27468,1329,34.956954210255525,1.3935860058309038,0.33442742373775325
2020-05-19,29290.0,21535.0,1282,37.5,7.5,20365.0,65.0,518.0,2460.0,27468,1506,34.893225861773274,1.6064139941690962,0.30409874159521666
2020-05-20,30150.0,21755.0,1327,36.5,7.6,20485.0,62.7,353.0,2580.0,27468,1465,34.843628880123475,1.8017492711370264,0.29922983458049135
2020-05-21,31835.0,21950.0,1212,36.6976,7.6,20360.719999999998,62.72897391304348,354.8417777777778,2596.07724137931,27468,1285,34.81145601097582,1.944606413994169,0.2927963764499462
2020-05-22,31175.0,22185.0,1221,37.1688,7.6,20064.36,62.81492173913044,360.76533333333333,2607.486896551724,27468,1527,34.8,2.0,0.3066733338538612
2020-05-23,30143.493889242112,21578.333333333332,1258,37.7312,7.6,19710.640000000003,62.956382608695655,371.368,2614.8579310344826,27468,1429,34.833236151603494,1.944606413994169,0.32523913991212894
2020-05-24,29006.1913890655,20451.666666666668,1273,38.2024,7.6,19414.28,63.15189565217391,387.2471111111111,2618.8193103448275,27468,1440,34.91895043731778,1.8017492711370262,0.34186648835834804
2020-05-25,28470.0,19845.0,1261,38.4,7.6,19290.0,63.4,409.0,2620.0,27468,1590,35.036151603498546,1.6064139941690962,0.3182183147163375
2020-05-26,30115.0,21570.0,1279,38.2,7.5,21150.0,64.1,521.0,2570.0,27468,1590,35.16384839650146,1.3935860058309038,0.28161909518900874
2020-05-27,30070.0,21690.0,1145,38.7,7.6,21360.0,62.8,593.0,2650.0,27468,1613,35.28104956268221,1.1982507288629738,0.296348871604115
2020-05-28,28810.0,20405.0,1243,38.672982278481015,7.6,21431.463874345547,61.677276335877856,631.4000000000001,2647.64198019802,27468,1608,35.3667638483965,1.055393586005831,0.305055320811825
2020-05-29,34130.0,22140.0,1188,38.60294683544304,7.6,21487.396858638745,60.5499358778626,664.4,2640.3259405940594,27468,1524,35.4,1.0,0.30415811228819356
2020-05-30,32412.40740740741,21346.666666666668,1182,38.506420253164556,7.6,21527.597905759165,59.5639572519084,690.1999999999999,2627.688910891089,27468,1567,35.35014577259475,1.0,0.3227398975927151
2020-05-31,29222.59259259259,19873.333333333332,1194,38.399929113924046,7.6,21551.86596858639,58.86531908396947,707.0,2609.367920792079,27468,1586,35.221574344023324,1.0,0.345148096895292
2020-06-01,27505.0,19080.0,1248,38.3,7.6,21560.0,58.6,713.0,2585.0,27468,1488,35.04577259475219,1.0,0.32016331667581904
2020-06-02,31055.0,22345.0,1421,38.2,7.5,20805.0,62.6,589.0,2490.0,27468,1584,34.85422740524781,1.0,0.2690176301746193
2020-06-03,30215.0,22010.0,1621,37.5,7.7,25150.0,55.2,555.0,2545.0,27468,1649,34.678425655976675,1.0,0.25119309516929245
2020-06-04,26255.0,18850.0,1812,37.6248,7.695860869565218,26164.24065474386,53.22486555310432,563.1444203648243,2531.8823529411766,27468,1529,34.54985422740525,1.0,0.2575374190289533
2020-06-05,27130.0,19505.0,1809,37.9224,7.683582608695652,26918.470736586845,51.73247374724236,585.1532610944731,2498.6470588235293,27468,1578,34.5,1.0,0.26148360422388894
2020-06-06,26977.907227615964,19293.283524904215,1839,38.27760000000001,7.663373913043478,27432.580491057895,50.697649164828235,617.3898916417098,2454.470588235294,27468,1566,34.50291545189505,1.0,0.26272416964998946
2020-06-07,26672.4811218986,18848.233716475093,1842,38.5752,7.6354434782608696,27726.460163685966,50.09521638827608,656.2176814592975,2408.529411764706,27468,1598,34.511078717201165,1.0,0.24995176433793403
2020-06-08,26440.0,18455.0,1739,38.7,7.6,27820.0,49.9,698.0,2370.0,27468,1635,34.523615160349856,1.0,0.2811180691468062
2020-06-09,26350.0,18220.0,1209,38.5,7.5,20835.0,62.6,758.0,2340.0,27468,1156,34.53965014577259,1.0,0.3572269747828297
2020-06-10,31510.0,21615.0,1554,38.4,7.7,33850.0,45.3,761.0,2450.0,27468,1576,34.55830903790088,1.0,0.24965080912825333
2020-06-11,30635.0,21505.0,1585,38.535088607594936,7.6895999999999995,33450.96809558502,45.53605090337785,798.0607066450567,2448.9209448818897,27468,1491,34.57871720116618,1.0,0.24673026385295443
2020-06-12,29415.0,20540.0,1570,38.88526582278481,7.6648000000000005,32340.704286755063,46.264152710133544,879.5382949756888,2445.562834645669,27468,1527,34.6,1.0,0.26727609325287305
2020-06-13,29686.06472574922,20483.076226821275,1566,39.36789873417721,7.6352,30649.456430132595,47.51422906520031,975.1855299837925,2439.744251968504,27468,1375,34.63013848396501,1.0,0.25276525145519546
2020-06-14,30380.462784831772,20453.48255785508,1285,39.90035443037975,7.610399999999999,28507.472382340085,49.3162036135114,1054.7551766612642,2431.283779527559,27468,1173,34.67580174927114,1.0,0.23494886623200423
2020-06-15,31320.0,20445.0,1321,40.4,7.6,26045.0,51.7,1088.0,2420.0,27468,1224,34.7341472303207,1.0,0.25523618672772774
